voucher_code,category,sub_category,claimed,redeemed
MICHAELKORS_20012024_SF4472,Thời trang và Phong cách sống,Thời trang,13.666666666666666,0.6666666666666666
MICHAELKORS_20012024_SF4472,Thời trang và Phong cách sống,Trang sức - Phụ kiện,13.666666666666666,0.6666666666666666
OMC_Viettel50_active,Tiện ích - Nhà mạng,Viễn thông,3.0,3.0
SAPPACADEMY_30122023_SF4412,Giáo dục,Khóa học,149.0,18.0
THEORDINARY_17032023_SF3032,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",25.0,20.0
VIETNAMAIRLINES_30122020_1,Vận tải - Giao vận,Hàng không,166.0,166.0
VIETNAMAIRLINES_30122020_2,Vận tải - Giao vận,Hàng không,86.0,86.0
VIETNAMAIRLINES_30122020_3,Vận tải - Giao vận,Hàng không,80.0,80.0
xXC10173,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.45454545454545453
xXC10173,Bán lẻ FMCG,Siêu thị,0.0,0.45454545454545453
xXC10173,Mẹ & bé,0,0.0,0.45454545454545453
xXC10173,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.45454545454545453
xXC10173,Thương mại điện tử,0,0.0,0.45454545454545453
xXC10173,Thương mại điện tử,Thương mại điện tử,0.0,0.45454545454545453
xXC10173,Thời trang và Phong cách sống,Thời trang,0.0,0.45454545454545453
xXC10173,Tiện ích - Nhà mạng,Viễn thông,0.0,0.45454545454545453
xXC10173,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.45454545454545453
xXC10173,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.45454545454545453
xXC10173,Ẩm thực,Đồ uống,0.0,0.45454545454545453
xXC10766,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,4.7272727272727275
xXC10766,Bán lẻ FMCG,Siêu thị,0.0,4.7272727272727275
xXC10766,Mẹ & bé,0,0.0,4.7272727272727275
xXC10766,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,4.7272727272727275
xXC10766,Thương mại điện tử,0,0.0,4.7272727272727275
xXC10766,Thương mại điện tử,Thương mại điện tử,0.0,4.7272727272727275
xXC10766,Thời trang và Phong cách sống,Thời trang,0.0,4.7272727272727275
xXC10766,Tiện ích - Nhà mạng,Viễn thông,0.0,4.7272727272727275
xXC10766,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,4.7272727272727275
xXC10766,Ẩm thực,Nhà hàng - Quán ăn,0.0,4.7272727272727275
xXC10766,Ẩm thực,Đồ uống,0.0,4.7272727272727275
xXC11198,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.45454545454545453
xXC11198,Bán lẻ FMCG,Siêu thị,0.0,0.45454545454545453
xXC11198,Mẹ & bé,0,0.0,0.45454545454545453
xXC11198,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.45454545454545453
xXC11198,Thương mại điện tử,0,0.0,0.45454545454545453
xXC11198,Thương mại điện tử,Thương mại điện tử,0.0,0.45454545454545453
xXC11198,Thời trang và Phong cách sống,Thời trang,0.0,0.45454545454545453
xXC11198,Tiện ích - Nhà mạng,Viễn thông,0.0,0.45454545454545453
xXC11198,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.45454545454545453
xXC11198,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.45454545454545453
xXC11198,Ẩm thực,Đồ uống,0.0,0.45454545454545453
xXC11629,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,1.2727272727272727
xXC11629,Bán lẻ FMCG,Siêu thị,0.0,1.2727272727272727
xXC11629,Mẹ & bé,0,0.0,1.2727272727272727
xXC11629,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,1.2727272727272727
xXC11629,Thương mại điện tử,0,0.0,1.2727272727272727
xXC11629,Thương mại điện tử,Thương mại điện tử,0.0,1.2727272727272727
xXC11629,Thời trang và Phong cách sống,Thời trang,0.0,1.2727272727272727
xXC11629,Tiện ích - Nhà mạng,Viễn thông,0.0,1.2727272727272727
xXC11629,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,1.2727272727272727
xXC11629,Ẩm thực,Nhà hàng - Quán ăn,0.0,1.2727272727272727
xXC11629,Ẩm thực,Đồ uống,0.0,1.2727272727272727
xXC12543,Bán lẻ FMCG,Cửa hàng tiện lợi,12.0,3.090909090909091
xXC12543,Bán lẻ FMCG,Siêu thị,12.0,3.090909090909091
xXC12543,Mẹ & bé,0,12.0,3.090909090909091
xXC12543,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",12.0,3.090909090909091
xXC12543,Thương mại điện tử,0,12.0,3.090909090909091
xXC12543,Thương mại điện tử,Thương mại điện tử,12.0,3.090909090909091
xXC12543,Thời trang và Phong cách sống,Thời trang,12.0,3.090909090909091
xXC12543,Tiện ích - Nhà mạng,Viễn thông,12.0,3.090909090909091
xXC12543,Vận tải - Giao vận,Dịch vụ giao hàng,12.0,3.090909090909091
xXC12543,Ẩm thực,Nhà hàng - Quán ăn,12.0,3.090909090909091
xXC12543,Ẩm thực,Đồ uống,12.0,3.090909090909091
xXC12555,Bán lẻ FMCG,Cửa hàng tiện lợi,63.63636363636363,41.72727272727273
xXC12555,Bán lẻ FMCG,Siêu thị,63.63636363636363,41.72727272727273
xXC12555,Mẹ & bé,0,63.63636363636363,41.72727272727273
xXC12555,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",63.63636363636363,41.72727272727273
xXC12555,Thương mại điện tử,0,63.63636363636363,41.72727272727273
xXC12555,Thương mại điện tử,Thương mại điện tử,63.63636363636363,41.72727272727273
xXC12555,Thời trang và Phong cách sống,Thời trang,63.63636363636363,41.72727272727273
xXC12555,Tiện ích - Nhà mạng,Viễn thông,63.63636363636363,41.72727272727273
xXC12555,Vận tải - Giao vận,Dịch vụ giao hàng,63.63636363636363,41.72727272727273
xXC12555,Ẩm thực,Nhà hàng - Quán ăn,63.63636363636363,41.72727272727273
xXC12555,Ẩm thực,Đồ uống,63.63636363636363,41.72727272727273
xXC12557,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,7.818181818181818
xXC12557,Bán lẻ FMCG,Siêu thị,0.0,7.818181818181818
xXC12557,Mẹ & bé,0,0.0,7.818181818181818
xXC12557,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,7.818181818181818
xXC12557,Thương mại điện tử,0,0.0,7.818181818181818
xXC12557,Thương mại điện tử,Thương mại điện tử,0.0,7.818181818181818
xXC12557,Thời trang và Phong cách sống,Thời trang,0.0,7.818181818181818
xXC12557,Tiện ích - Nhà mạng,Viễn thông,0.0,7.818181818181818
xXC12557,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,7.818181818181818
xXC12557,Ẩm thực,Nhà hàng - Quán ăn,0.0,7.818181818181818
xXC12557,Ẩm thực,Đồ uống,0.0,7.818181818181818
xXC12558,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.2727272727272727
xXC12558,Bán lẻ FMCG,Siêu thị,0.0,0.2727272727272727
xXC12558,Mẹ & bé,0,0.0,0.2727272727272727
xXC12558,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.2727272727272727
xXC12558,Thương mại điện tử,0,0.0,0.2727272727272727
xXC12558,Thương mại điện tử,Thương mại điện tử,0.0,0.2727272727272727
xXC12558,Thời trang và Phong cách sống,Thời trang,0.0,0.2727272727272727
xXC12558,Tiện ích - Nhà mạng,Viễn thông,0.0,0.2727272727272727
xXC12558,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.2727272727272727
xXC12558,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.2727272727272727
xXC12558,Ẩm thực,Đồ uống,0.0,0.2727272727272727
xXC2417,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.45454545454545453
xXC2417,Bán lẻ FMCG,Siêu thị,0.0,0.45454545454545453
xXC2417,Mẹ & bé,0,0.0,0.45454545454545453
xXC2417,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.45454545454545453
xXC2417,Thương mại điện tử,0,0.0,0.45454545454545453
xXC2417,Thương mại điện tử,Thương mại điện tử,0.0,0.45454545454545453
xXC2417,Thời trang và Phong cách sống,Thời trang,0.0,0.45454545454545453
xXC2417,Tiện ích - Nhà mạng,Viễn thông,0.0,0.45454545454545453
xXC2417,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.45454545454545453
xXC2417,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.45454545454545453
xXC2417,Ẩm thực,Đồ uống,0.0,0.45454545454545453
xXC2654,Bán lẻ FMCG,Cửa hàng tiện lợi,63.63636363636363,52.27272727272727
xXC2654,Bán lẻ FMCG,Siêu thị,63.63636363636363,52.27272727272727
xXC2654,Mẹ & bé,0,63.63636363636363,52.27272727272727
xXC2654,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",63.63636363636363,52.27272727272727
xXC2654,Thương mại điện tử,0,63.63636363636363,52.27272727272727
xXC2654,Thương mại điện tử,Thương mại điện tử,63.63636363636363,52.27272727272727
xXC2654,Thời trang và Phong cách sống,Thời trang,63.63636363636363,52.27272727272727
xXC2654,Tiện ích - Nhà mạng,Viễn thông,63.63636363636363,52.27272727272727
xXC2654,Vận tải - Giao vận,Dịch vụ giao hàng,63.63636363636363,52.27272727272727
xXC2654,Ẩm thực,Nhà hàng - Quán ăn,63.63636363636363,52.27272727272727
xXC2654,Ẩm thực,Đồ uống,63.63636363636363,52.27272727272727
xXC3467,Bán lẻ FMCG,Cửa hàng tiện lợi,18.181818181818183,13.363636363636363
xXC3467,Bán lẻ FMCG,Siêu thị,18.181818181818183,13.363636363636363
xXC3467,Mẹ & bé,0,18.181818181818183,13.363636363636363
xXC3467,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",18.181818181818183,13.363636363636363
xXC3467,Thương mại điện tử,0,18.181818181818183,13.363636363636363
xXC3467,Thương mại điện tử,Thương mại điện tử,18.181818181818183,13.363636363636363
xXC3467,Thời trang và Phong cách sống,Thời trang,18.181818181818183,13.363636363636363
xXC3467,Tiện ích - Nhà mạng,Viễn thông,18.181818181818183,13.363636363636363
xXC3467,Vận tải - Giao vận,Dịch vụ giao hàng,18.181818181818183,13.363636363636363
xXC3467,Ẩm thực,Nhà hàng - Quán ăn,18.181818181818183,13.363636363636363
xXC3467,Ẩm thực,Đồ uống,18.181818181818183,13.363636363636363
xXC3704,Bán lẻ FMCG,Cửa hàng tiện lợi,163.63636363636363,163.27272727272728
xXC3704,Bán lẻ FMCG,Siêu thị,163.63636363636363,163.27272727272728
xXC3704,Mẹ & bé,0,163.63636363636363,163.27272727272728
xXC3704,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",163.63636363636363,163.27272727272728
xXC3704,Thương mại điện tử,0,163.63636363636363,163.27272727272728
xXC3704,Thương mại điện tử,Thương mại điện tử,163.63636363636363,163.27272727272728
xXC3704,Thời trang và Phong cách sống,Thời trang,163.63636363636363,163.27272727272728
xXC3704,Tiện ích - Nhà mạng,Viễn thông,163.63636363636363,163.27272727272728
xXC3704,Vận tải - Giao vận,Dịch vụ giao hàng,163.63636363636363,163.27272727272728
xXC3704,Ẩm thực,Nhà hàng - Quán ăn,163.63636363636363,163.27272727272728
xXC3704,Ẩm thực,Đồ uống,163.63636363636363,163.27272727272728
xXC3705,Bán lẻ FMCG,Cửa hàng tiện lợi,166.8181818181818,170.0
xXC3705,Bán lẻ FMCG,Siêu thị,166.8181818181818,170.0
xXC3705,Mẹ & bé,0,166.8181818181818,170.0
xXC3705,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",166.8181818181818,170.0
xXC3705,Thương mại điện tử,0,166.8181818181818,170.0
xXC3705,Thương mại điện tử,Thương mại điện tử,166.8181818181818,170.0
xXC3705,Thời trang và Phong cách sống,Thời trang,166.8181818181818,170.0
xXC3705,Tiện ích - Nhà mạng,Viễn thông,166.8181818181818,170.0
xXC3705,Vận tải - Giao vận,Dịch vụ giao hàng,166.8181818181818,170.0
xXC3705,Ẩm thực,Nhà hàng - Quán ăn,166.8181818181818,170.0
xXC3705,Ẩm thực,Đồ uống,166.8181818181818,170.0
xXC3706,Bán lẻ FMCG,Cửa hàng tiện lợi,214.27272727272728,215.8181818181818
xXC3706,Bán lẻ FMCG,Siêu thị,214.27272727272728,215.8181818181818
xXC3706,Mẹ & bé,0,214.27272727272728,215.8181818181818
xXC3706,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",214.27272727272728,215.8181818181818
xXC3706,Thương mại điện tử,0,214.27272727272728,215.8181818181818
xXC3706,Thương mại điện tử,Thương mại điện tử,214.27272727272728,215.8181818181818
xXC3706,Thời trang và Phong cách sống,Thời trang,214.27272727272728,215.8181818181818
xXC3706,Tiện ích - Nhà mạng,Viễn thông,214.27272727272728,215.8181818181818
xXC3706,Vận tải - Giao vận,Dịch vụ giao hàng,214.27272727272728,215.8181818181818
xXC3706,Ẩm thực,Nhà hàng - Quán ăn,214.27272727272728,215.8181818181818
xXC3706,Ẩm thực,Đồ uống,214.27272727272728,215.8181818181818
xXC3706_Clone,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.09090909090909091
xXC3706_Clone,Bán lẻ FMCG,Siêu thị,0.0,0.09090909090909091
xXC3706_Clone,Mẹ & bé,0,0.0,0.09090909090909091
xXC3706_Clone,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.09090909090909091
xXC3706_Clone,Thương mại điện tử,0,0.0,0.09090909090909091
xXC3706_Clone,Thương mại điện tử,Thương mại điện tử,0.0,0.09090909090909091
xXC3706_Clone,Thời trang và Phong cách sống,Thời trang,0.0,0.09090909090909091
xXC3706_Clone,Tiện ích - Nhà mạng,Viễn thông,0.0,0.09090909090909091
xXC3706_Clone,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.09090909090909091
xXC3706_Clone,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.09090909090909091
xXC3706_Clone,Ẩm thực,Đồ uống,0.0,0.09090909090909091
xXC3707,Bán lẻ FMCG,Cửa hàng tiện lợi,1072.5454545454545,1063.8181818181818
xXC3707,Bán lẻ FMCG,Siêu thị,1072.5454545454545,1063.8181818181818
xXC3707,Mẹ & bé,0,1072.5454545454545,1063.8181818181818
xXC3707,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",1072.5454545454545,1063.8181818181818
xXC3707,Thương mại điện tử,0,1072.5454545454545,1063.8181818181818
xXC3707,Thương mại điện tử,Thương mại điện tử,1072.5454545454545,1063.8181818181818
xXC3707,Thời trang và Phong cách sống,Thời trang,1072.5454545454545,1063.8181818181818
xXC3707,Tiện ích - Nhà mạng,Viễn thông,1072.5454545454545,1063.8181818181818
xXC3707,Vận tải - Giao vận,Dịch vụ giao hàng,1072.5454545454545,1063.8181818181818
xXC3707,Ẩm thực,Nhà hàng - Quán ăn,1072.5454545454545,1063.8181818181818
xXC3707,Ẩm thực,Đồ uống,1072.5454545454545,1063.8181818181818
xXC3713,Bán lẻ FMCG,Cửa hàng tiện lợi,35.09090909090909,36.36363636363637
xXC3713,Bán lẻ FMCG,Siêu thị,35.09090909090909,36.36363636363637
xXC3713,Mẹ & bé,0,35.09090909090909,36.36363636363637
xXC3713,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",35.09090909090909,36.36363636363637
xXC3713,Thương mại điện tử,0,35.09090909090909,36.36363636363637
xXC3713,Thương mại điện tử,Thương mại điện tử,35.09090909090909,36.36363636363637
xXC3713,Thời trang và Phong cách sống,Thời trang,35.09090909090909,36.36363636363637
xXC3713,Tiện ích - Nhà mạng,Viễn thông,35.09090909090909,36.36363636363637
xXC3713,Vận tải - Giao vận,Dịch vụ giao hàng,35.09090909090909,36.36363636363637
xXC3713,Ẩm thực,Nhà hàng - Quán ăn,35.09090909090909,36.36363636363637
xXC3713,Ẩm thực,Đồ uống,35.09090909090909,36.36363636363637
xXC3714,Bán lẻ FMCG,Cửa hàng tiện lợi,117.0,116.63636363636364
xXC3714,Bán lẻ FMCG,Siêu thị,117.0,116.63636363636364
xXC3714,Mẹ & bé,0,117.0,116.63636363636364
xXC3714,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",117.0,116.63636363636364
xXC3714,Thương mại điện tử,0,117.0,116.63636363636364
xXC3714,Thương mại điện tử,Thương mại điện tử,117.0,116.63636363636364
xXC3714,Thời trang và Phong cách sống,Thời trang,117.0,116.63636363636364
xXC3714,Tiện ích - Nhà mạng,Viễn thông,117.0,116.63636363636364
xXC3714,Vận tải - Giao vận,Dịch vụ giao hàng,117.0,116.63636363636364
xXC3714,Ẩm thực,Nhà hàng - Quán ăn,117.0,116.63636363636364
xXC3714,Ẩm thực,Đồ uống,117.0,116.63636363636364
xXC3715,Bán lẻ FMCG,Cửa hàng tiện lợi,403.90909090909093,395.3636363636364
xXC3715,Bán lẻ FMCG,Siêu thị,403.90909090909093,395.3636363636364
xXC3715,Mẹ & bé,0,403.90909090909093,395.3636363636364
xXC3715,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",403.90909090909093,395.3636363636364
xXC3715,Thương mại điện tử,0,403.90909090909093,395.3636363636364
xXC3715,Thương mại điện tử,Thương mại điện tử,403.90909090909093,395.3636363636364
xXC3715,Thời trang và Phong cách sống,Thời trang,403.90909090909093,395.3636363636364
xXC3715,Tiện ích - Nhà mạng,Viễn thông,403.90909090909093,395.3636363636364
xXC3715,Vận tải - Giao vận,Dịch vụ giao hàng,403.90909090909093,395.3636363636364
xXC3715,Ẩm thực,Nhà hàng - Quán ăn,403.90909090909093,395.3636363636364
xXC3715,Ẩm thực,Đồ uống,403.90909090909093,395.3636363636364
xXC3716,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,5.2727272727272725
xXC3716,Bán lẻ FMCG,Siêu thị,0.0,5.2727272727272725
xXC3716,Mẹ & bé,0,0.0,5.2727272727272725
xXC3716,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,5.2727272727272725
xXC3716,Thương mại điện tử,0,0.0,5.2727272727272725
xXC3716,Thương mại điện tử,Thương mại điện tử,0.0,5.2727272727272725
xXC3716,Thời trang và Phong cách sống,Thời trang,0.0,5.2727272727272725
xXC3716,Tiện ích - Nhà mạng,Viễn thông,0.0,5.2727272727272725
xXC3716,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,5.2727272727272725
xXC3716,Ẩm thực,Nhà hàng - Quán ăn,0.0,5.2727272727272725
xXC3716,Ẩm thực,Đồ uống,0.0,5.2727272727272725
xXC3722,Bán lẻ FMCG,Cửa hàng tiện lợi,78.36363636363636,76.72727272727273
xXC3722,Bán lẻ FMCG,Siêu thị,78.36363636363636,76.72727272727273
xXC3722,Mẹ & bé,0,78.36363636363636,76.72727272727273
xXC3722,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",78.36363636363636,76.72727272727273
xXC3722,Thương mại điện tử,0,78.36363636363636,76.72727272727273
xXC3722,Thương mại điện tử,Thương mại điện tử,78.36363636363636,76.72727272727273
xXC3722,Thời trang và Phong cách sống,Thời trang,78.36363636363636,76.72727272727273
xXC3722,Tiện ích - Nhà mạng,Viễn thông,78.36363636363636,76.72727272727273
xXC3722,Vận tải - Giao vận,Dịch vụ giao hàng,78.36363636363636,76.72727272727273
xXC3722,Ẩm thực,Nhà hàng - Quán ăn,78.36363636363636,76.72727272727273
xXC3722,Ẩm thực,Đồ uống,78.36363636363636,76.72727272727273
xXC3723,Bán lẻ FMCG,Cửa hàng tiện lợi,76.18181818181819,75.9090909090909
xXC3723,Bán lẻ FMCG,Siêu thị,76.18181818181819,75.9090909090909
xXC3723,Mẹ & bé,0,76.18181818181819,75.9090909090909
xXC3723,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",76.18181818181819,75.9090909090909
xXC3723,Thương mại điện tử,0,76.18181818181819,75.9090909090909
xXC3723,Thương mại điện tử,Thương mại điện tử,76.18181818181819,75.9090909090909
xXC3723,Thời trang và Phong cách sống,Thời trang,76.18181818181819,75.9090909090909
xXC3723,Tiện ích - Nhà mạng,Viễn thông,76.18181818181819,75.9090909090909
xXC3723,Vận tải - Giao vận,Dịch vụ giao hàng,76.18181818181819,75.9090909090909
xXC3723,Ẩm thực,Nhà hàng - Quán ăn,76.18181818181819,75.9090909090909
xXC3723,Ẩm thực,Đồ uống,76.18181818181819,75.9090909090909
xXC3724,Bán lẻ FMCG,Cửa hàng tiện lợi,271.72727272727275,270.90909090909093
xXC3724,Bán lẻ FMCG,Siêu thị,271.72727272727275,270.90909090909093
xXC3724,Mẹ & bé,0,271.72727272727275,270.90909090909093
xXC3724,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",271.72727272727275,270.90909090909093
xXC3724,Thương mại điện tử,0,271.72727272727275,270.90909090909093
xXC3724,Thương mại điện tử,Thương mại điện tử,271.72727272727275,270.90909090909093
xXC3724,Thời trang và Phong cách sống,Thời trang,271.72727272727275,270.90909090909093
xXC3724,Tiện ích - Nhà mạng,Viễn thông,271.72727272727275,270.90909090909093
xXC3724,Vận tải - Giao vận,Dịch vụ giao hàng,271.72727272727275,270.90909090909093
xXC3724,Ẩm thực,Nhà hàng - Quán ăn,271.72727272727275,270.90909090909093
xXC3724,Ẩm thực,Đồ uống,271.72727272727275,270.90909090909093
xXC3725,Bán lẻ FMCG,Cửa hàng tiện lợi,259.3636363636364,249.72727272727272
xXC3725,Bán lẻ FMCG,Siêu thị,259.3636363636364,249.72727272727272
xXC3725,Mẹ & bé,0,259.3636363636364,249.72727272727272
xXC3725,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",259.3636363636364,249.72727272727272
xXC3725,Thương mại điện tử,0,259.3636363636364,249.72727272727272
xXC3725,Thương mại điện tử,Thương mại điện tử,259.3636363636364,249.72727272727272
xXC3725,Thời trang và Phong cách sống,Thời trang,259.3636363636364,249.72727272727272
xXC3725,Tiện ích - Nhà mạng,Viễn thông,259.3636363636364,249.72727272727272
xXC3725,Vận tải - Giao vận,Dịch vụ giao hàng,259.3636363636364,249.72727272727272
xXC3725,Ẩm thực,Nhà hàng - Quán ăn,259.3636363636364,249.72727272727272
xXC3725,Ẩm thực,Đồ uống,259.3636363636364,249.72727272727272
xXC3726,Bán lẻ FMCG,Cửa hàng tiện lợi,0.0,0.09090909090909091
xXC3726,Bán lẻ FMCG,Siêu thị,0.0,0.09090909090909091
xXC3726,Mẹ & bé,0,0.0,0.09090909090909091
xXC3726,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",0.0,0.09090909090909091
xXC3726,Thương mại điện tử,0,0.0,0.09090909090909091
xXC3726,Thương mại điện tử,Thương mại điện tử,0.0,0.09090909090909091
xXC3726,Thời trang và Phong cách sống,Thời trang,0.0,0.09090909090909091
xXC3726,Tiện ích - Nhà mạng,Viễn thông,0.0,0.09090909090909091
xXC3726,Vận tải - Giao vận,Dịch vụ giao hàng,0.0,0.09090909090909091
xXC3726,Ẩm thực,Nhà hàng - Quán ăn,0.0,0.09090909090909091
xXC3726,Ẩm thực,Đồ uống,0.0,0.09090909090909091
xXC3740,Bán lẻ FMCG,Cửa hàng tiện lợi,33.72727272727273,32.18181818181818
xXC3740,Bán lẻ FMCG,Siêu thị,33.72727272727273,32.18181818181818
xXC3740,Mẹ & bé,0,33.72727272727273,32.18181818181818
xXC3740,Sức khỏe - Làm đẹp,"Mỹ phẩm - Chăm sóc da, tóc",33.72727272727273,32.18181818181818
xXC3740,Thương mại điện tử,0,33.72727272727273,32.18181818181818
xXC3740,Thương mại điện tử,Thương mại điện tử,33.72727272727273,32.18181818181818
xXC3740,Thời trang và Phong cách sống,Thời trang,33.72727272727273,32.18181818181818
xXC3740,Tiện ích - Nhà mạng,Viễn thông,33.72727272727273,32.18181818181818
